.mode columns
.headers on
CREATE TABLE POKEMON
(ID			INT			NOT NULL,
Name			VARCHAR(20)		NOT NULL,
Weight			DECIMAL			NOT NULL,
Height			DECIMAL			NOT NULL,
Type1			INT			NOT NULL,
Type2			INT,
HabitatID		INT			NOT NULL,
PRIMARY KEY(ID),
FOREIGN KEY(Type1) REFERENCES TYPES(TypeID),
FOREIGN KEY(Type2) REFERENCES TYPES(TypeID),
FOREIGN KEY(HabitatID) REFERENCES HABITATS(HabitatID)
);
CREATE TABLE TYPES
(TypeID			INT			NOT NULL,
Name			VARCHAR(20)		NOT NULL,
PRIMARY KEY(TypeID)
);
CREATE TABLE EVOLUTIONS
(BabyID			INT			NOT NULL,
EvolvedID		INT			NOT NULL,
Method			VARCHAR(20)		NOT NULL,
PRIMARY KEY(BabyID, EvolvedID),
FOREIGN KEY(BabyID) REFERENCES POKEMON(ID),
FOREIGN KEY(EvolvedID) REFERENCES POKEMON(ID)
);
CREATE TABLE TYPERELATIONS
(AttackerTypeID		INT			NOT NULL,
DefenderTypeID		INT			NOT NULL,
Multiplier		DECIMAL			NOT NULL,
PRIMARY KEY(AttackerTypeID, DefenderTypeID),
FOREIGN KEY(AttackerTypeID) REFERENCES TYPES(TypeID),
FOREIGN KEY(DefenderTypeID) REFERENCES TYPES(TypeID)
);
CREATE TABLE SPRITES
(PokemonID		INT			NOT NULL,
Picture			BLOB			NOT NULL,
ShinyPicture		BLOB,
PRIMARY KEY(PokemonID)
);
CREATE TABLE STATS
(PokemonID		INT			NOT NULL,
HP			INT			NOT NULL,
Atk			INT			NOT NULL,
Def			INT 			NOT NULL,
SpAtk			INT			NOT NULL,
SpDef			INT			NOT NULL,
Spd			INT			NOT NULL,
PRIMARY KEY(PokemonID)
);
CREATE TABLE HABITATS
(HabitatID		INT			NOT NULL,
Name			VARCHAR(20)		NOT NULL,
Description		VARCHAR(50)		NOT NULL,
PRIMARY KEY(HabitatID)
);
INSERT INTO pokemon VALUES (1, 'Bulbasaur', 15.2, 28, 12, 4, 1);
INSERT INTO pokemon VALUES (36, 'Clefable', 88.2, 51, 18, NULL, 6);
INSERT INTO pokemon VALUES (37, 'Vulpix', 21.8, 24, 10, NULL, 1);
INSERT INTO pokemon VALUES (38, 'Ninetales', 43.9, 43, 10, NULL, 1);
INSERT INTO pokemon VALUES (39, 'Jigglypuff', 12.1, 20, 1, 18, 1);
INSERT INTO pokemon VALUES (40, 'Wigglytuff', 26.5, 39, 1, 18, 1);
INSERT INTO pokemon VALUES (41, 'Zubat', 16.5, 31, 4, 3, 5);
INSERT INTO pokemon VALUES (42, 'Golbat', 121.3, 63, 4, 3, 5);
INSERT INTO pokemon VALUES (43, 'Oddish', 11.9, 20, 12, 4, 1);
INSERT INTO pokemon VALUES (44, 'Gloom', 19, 31, 12, 4, 1);
INSERT INTO pokemon VALUES (45, 'Vileplume', 41, 47, 12, 4, 1);
INSERT INTO pokemon VALUES (46, 'Paras', 11.9, 12, 7, 12, 2);
INSERT INTO pokemon VALUES (47, 'Parasect', 65, 39, 7, 12, 2);
INSERT INTO pokemon VALUES (48, 'Venonat', 66.1, 39, 7, 4, 2);
INSERT INTO pokemon VALUES (49, 'Venomoth', 27.6, 59, 7, 4, 2);
INSERT INTO pokemon VALUES (50, 'Diglett', 1.8, 8, 5, NULL, 5);
INSERT INTO pokemon VALUES (51, 'Dugtrio', 73.4, 28, 5, NULL, 5);
INSERT INTO pokemon VALUES (52, 'Meowth', 9.3, 16, 1, NULL, 8);
INSERT INTO pokemon VALUES (53, 'Persian', 70.5, 39, 1, NULL, 8);
INSERT INTO pokemon VALUES (54, 'Psyduck', 43.2, 31, 11, NULL, 3);
INSERT INTO pokemon VALUES (55, 'Golduck', 168.9, 67, 11, NULL, 3);
INSERT INTO pokemon VALUES (56, 'Mankey', 61.7, 20, 2, NULL, 6);
INSERT INTO pokemon VALUES (57, 'Primeape', 70.5, 39, 2, NULL, 6);
INSERT INTO pokemon VALUES (58, 'Growlithe', 41.9, 28, 10, NULL, 1);
INSERT INTO pokemon VALUES (59, 'Arcanine', 341.7, 75, 10, NULL, 1);
INSERT INTO pokemon VALUES (60, 'Poliwag', 27.3, 24, 11, NULL, 3);
INSERT INTO pokemon VALUES (61, 'Poliwhirl', 44.1, 39, 11, NULL, 3);
INSERT INTO pokemon VALUES (62, 'Poliwrath', 119, 51, 11, 2, 3);
INSERT INTO pokemon VALUES (63, 'Abra', 43, 35, 14, NULL, 8);
INSERT INTO pokemon VALUES (64, 'Kadabra', 124.6, 51, 14, NULL, 8);
INSERT INTO pokemon VALUES (65, 'Alakazam', 105.8, 59, 14, NULL, 8);
INSERT INTO pokemon VALUES (66, 'Machop', 43, 31, 2, NULL, 6);
INSERT INTO pokemon VALUES (67, 'Machoke', 155.4, 59, 2, NULL, 6);
INSERT INTO pokemon VALUES (68, 'Machamp', 286.8, 63, 2, NULL, 6);
INSERT INTO pokemon VALUES (69, 'Bellsprout', 8.8, 28, 12, 4, 2);
INSERT INTO pokemon VALUES (70, 'Weepinbell', 14.1, 39, 12, 4, 2);
INSERT INTO pokemon VALUES (71, 'Victreebel', 34.2, 67, 12, 4, 2);
INSERT INTO pokemon VALUES (72, 'Tentacool', 100.3, 35, 11, 4, 4);
INSERT INTO pokemon VALUES (73, 'Tentacruel', 121.3, 63, 11, 4, 4);
INSERT INTO pokemon VALUES (74, 'Geodude', 44.1, 16, 6, 5, 6);
INSERT INTO pokemon VALUES (75, 'Graveler', 231.5, 39, 6, 5, 6);
INSERT INTO pokemon VALUES (76, 'Golem', 661.4, 55, 6, 5, 6);
INSERT INTO pokemon VALUES (77, 'Ponyta', 66.1, 39, 10, NULL, 1);
INSERT INTO pokemon VALUES (78, 'Rapidash', 209.4, 67, 10, NULL, 1);
INSERT INTO pokemon VALUES (79, 'Slowpoke', 79.4, 47, 10, 14, 3);
INSERT INTO pokemon VALUES (80, 'Slowbro', 173.1, 63, 11, 14, 3);
INSERT INTO pokemon VALUES (81, 'Magnemite', 13.2, 12, 13, 9 , 7);
INSERT INTO pokemon VALUES (82, 'Magneton', 132.3, 39, 13, 9, 7);
INSERT INTO pokemon VALUES (83, 'Farfetch''d', 33.1, 31, 1, 3, 1);
INSERT INTO pokemon VALUES (84, 'Doduo', 86.4, 55, 1, 3, 1);
INSERT INTO pokemon VALUES (85, 'Dodrio', 187.8, 71, 1, 3, 1);
INSERT INTO pokemon VALUES (86, 'Seel', 198.4, 43, 11, NULL, 4);
INSERT INTO pokemon VALUES (87, 'Dewgong', 264.6, 67, 11, 15, 4);
INSERT INTO pokemon VALUES (88, 'Grimer', 66.1, 35, 4, NULL, 8);
INSERT INTO pokemon VALUES (89, 'Muk', 66.1, 47, 4, NULL, 8);
INSERT INTO pokemon VALUES (90, 'Shellder', 8.8, 12, 11, NULL, 4);
INSERT INTO pokemon VALUES (91, 'Cloyster', 292.1, 59, 11, 15, 4);
INSERT INTO pokemon VALUES (92, 'Gastly', 0.2, 51, 8, 4, 5);
INSERT INTO pokemon VALUES (93, 'Haunter', 0.2, 63, 8, 4, 5);
INSERT INTO pokemon VALUES (94, 'Gengar', 89.3, 59, 8, 4, 5);
INSERT INTO pokemon VALUES (95, 'Onix', 463, 346, 6, 5, 5);
INSERT INTO pokemon VALUES (96, 'Drowzee', 71.4, 39, 14, NULL, 1);
INSERT INTO pokemon VALUES (97, 'Hypno', 166.7, 63, 14, NULL, 1);
INSERT INTO pokemon VALUES (98, 'Krabby', 14.3, 16, 11, NULL, 3);
INSERT INTO pokemon VALUES (99, 'Kingler', 132.3, 51, 11, NULL, 3);
INSERT INTO pokemon VALUES (100, 'Voltorb', 22.9, 20, 13, NULL, 8);
INSERT INTO pokemon VALUES (101, 'Electrode', 146.8, 47, 13, NULL, 8);
INSERT INTO pokemon VALUES (102, 'Exeggcute', 5.5, 16, 12, 14, 2);
INSERT INTO pokemon VALUES (103, 'Exeggutor', 264.6, 79, 12, 14, 2);
INSERT INTO pokemon VALUES (104, 'Cubone', 14.3, 16, 5, NULL, 6);
INSERT INTO pokemon VALUES (105, 'Marowak', 99.2, 39, 5, NULL, 6);
INSERT INTO pokemon VALUES (106, 'Hitmonlee', 109.8, 59, 2, NULL, 8);
INSERT INTO pokemon VALUES (107, 'Hitmonchan', 110.7, 55, 2, NULL, 8);
INSERT INTO pokemon VALUES (108, 'Lickitung', 144.4, 47, 1, NULL, 1);
INSERT INTO pokemon VALUES (109, 'Koffing', 2.2, 24, 4, NULL, 8);
INSERT INTO pokemon VALUES (110, 'Weezing', 20.9, 47, 4, NULL, 8);
INSERT INTO pokemon VALUES (111, 'Rhyhorn', 253.5, 39, 5, 6, 7);
INSERT INTO pokemon VALUES (112, 'Rhydon', 264.6, 75, 5, 6, 7);
INSERT INTO pokemon VALUES (113, 'Chansey', 76.3, 43, 1, NULL, 8);
INSERT INTO pokemon VALUES (114, 'Tangela', 77.2, 39, 12, NULL, 1);
INSERT INTO pokemon VALUES (115, 'Kangaskhan', 176.4, 87, 1, NULL, 1);
INSERT INTO pokemon VALUES (116, 'Horsea', 17.6, 16, 11, NULL, 4);
INSERT INTO pokemon VALUES (117, 'Seadra', 55.1, 47, 11, NULL, 4);
INSERT INTO pokemon VALUES (118, 'Goldeen', 33.1, 24, 11, NULL, 3);
INSERT INTO pokemon VALUES (119, 'Seaking', 86, 51, 11, NULL, 3);
INSERT INTO pokemon VALUES (120, 'Staryu', 76.1, 31, 11, NULL, 4);
INSERT INTO pokemon VALUES (121, 'Starmie', 176.4, 43, 11, NULL, 4);
INSERT INTO pokemon VALUES (122, 'Mr.Mime', 120.2, 51, 14, 18, 8);
INSERT INTO pokemon VALUES (123, 'Scyther', 24.9, 59, 7, 3, 1);
INSERT INTO pokemon VALUES (124, 'Jynx', 89.5, 55, 15, 14, 8);
INSERT INTO pokemon VALUES (125, 'Electabuzz', 66.1, 43, 13, NULL, 1);
INSERT INTO pokemon VALUES (126, 'Magmar', 98.1, 51, 10, NULL, 6);
INSERT INTO pokemon VALUES (127, 'Pinsir', 121.3, 59, 7, NULL, 2);
INSERT INTO pokemon VALUES (128, 'Tauros', 194.9, 55, 1, NULL, 1);
INSERT INTO pokemon VALUES (129, 'Magikarp', 22, 35, 11, NULL, 3);
INSERT INTO pokemon VALUES (130, 'Gyarados', 518.1, 256, 11, 3, 3);
INSERT INTO pokemon VALUES (131, 'Lapras', 485, 86, 11, 15, 4);
INSERT INTO pokemon VALUES (132, 'Ditto', 8.8, 12, 1, NULL, 8);
INSERT INTO pokemon VALUES (133, 'Eevee', 14.3, 12, 1, NULL, 8);
INSERT INTO pokemon VALUES (134, 'Vaporean', 63.9, 39, 11, NULL, 8);
INSERT INTO pokemon VALUES (135, 'Jolteon', 54, 31, 13, NULL, 8);
INSERT INTO pokemon VALUES (136, 'Flareon', 55.1, 35, 10, NULL, 8);
INSERT INTO pokemon VALUES (137, 'Porygon', 80.5, 31, 1, NULL, 8);
INSERT INTO pokemon VALUES (138, 'Omanyte', 16.5, 16, 6, 11, 4);
INSERT INTO pokemon VALUES (139, 'Omastar', 77.2, 39, 6, 11, 4);
INSERT INTO pokemon VALUES (140, 'Kabuto', 25.4, 20, 6, 11, 4);
INSERT INTO pokemon VALUES (141, 'Kabutops', 89.3, 51, 6, 11, 4);
INSERT INTO pokemon VALUES (142, 'Aerodactyl', 130.1, 61, 6, 3, 6);
INSERT INTO pokemon VALUES (143, 'Snorlax', 1041.1, 83, 1, NULL, 6);
INSERT INTO pokemon VALUES (144, 'Articuno', 122.1, 67, 15, 3, 9);
INSERT INTO pokemon VALUES (145, 'Zapdos', 116, 63, 13, 3, 9);
INSERT INTO pokemon VALUES (146, 'Moltres', 132.3, 79, 10, 3, 9);
INSERT INTO pokemon VALUES (147, 'Dratini', 7.3, 71, 16, NULL, 3);
INSERT INTO pokemon VALUES (148, 'Dragonair', 36.4, 159, 16, NULL, 3);
INSERT INTO pokemon VALUES (149, 'Dragonite', 463, 87, 16, 3, 3);
INSERT INTO pokemon VALUES (150, 'Mewtwo', 269, 69, 14, NULL, 9);
INSERT INTO pokemon VALUES (151, 'Mew', 8.8, 16, 14, NULL, 9);
INSERT INTO habitats VALUES (1, 'Grasslands', 'Grass covered meadows with wildflowers');
INSERT INTO habitats VALUES (2, 'Forests', 'Heavily wooded areas, home to lots of bugs');
INSERT INTO habitats VALUES (3, 'Waters''s Edge', 'Lakes, ponds, streams, and rivers');
INSERT INTO habitats VALUES (4, 'Sea', 'Deep, open water...yikes');
INSERT INTO habitats VALUES (5, 'Caves', 'Dark, damp chambers under the Earth''s crust');
INSERT INTO habitats VALUES (6, 'Mountains', 'High altitude and more rocks than trees');
INSERT INTO habitats VALUES (7, 'Rough Terrain', 'Not quite a grassland but not quite a mountain either');
INSERT INTO habitats VALUES (8, 'Urban', 'Areas that are populated by humans');
INSERT INTO habitats VALUES (9, 'Rare', 'Special areas that are for the legendary pokemon');
INSERT INTO types VALUES (1, 'Normal');
INSERT INTO types VALUES (2, 'Fighting');
INSERT INTO types VALUES (3, 'Flying');
INSERT INTO types VALUES (4, 'Poison');
INSERT INTO types VALUES (5, 'Ground');
INSERT INTO types VALUES (6, 'Rock');
INSERT INTO types VALUES (7, 'Bug');
INSERT INTO types VALUES (8, 'Ghost');
INSERT INTO types VALUES (9, 'Steel');
INSERT INTO types VALUES (10, 'Fire');
INSERT INTO types VALUES (11, 'Water');
INSERT INTO types VALUES (12, 'Grass');
INSERT INTO types VALUES (13, 'Electric');
INSERT INTO types VALUES (14, 'Psychic');
INSERT INTO types VALUES (15, 'Ice');
INSERT INTO types VALUES (16, 'Dragon');
INSERT INTO types VALUES (17, 'Dark');
INSERT INTO types VALUES (18, 'Fairy');
INSERT INTO typerelations VALUES (1, 1, 1);
INSERT INTO typerelations VALUES (1, 10, 1);
INSERT INTO typerelations VALUES (1, 11, 1);
INSERT INTO typerelations VALUES (1, 13, 1);
INSERT INTO typerelations VALUES (1, 12, 1);
INSERT INTO typerelations VALUES (1, 15, 1);
INSERT INTO typerelations VALUES (1, 2, 1);
INSERT INTO typerelations VALUES (1, 4, 1);
INSERT INTO typerelations VALUES (1, 5, 1);
INSERT INTO typerelations VALUES (1, 3, 1);
INSERT INTO typerelations VALUES (1, 14, 1);
INSERT INTO typerelations VALUES (1, 7, 1);
INSERT INTO typerelations VALUES (1, 6, .5);
INSERT INTO typerelations VALUES (1, 8, 0);
INSERT INTO typerelations VALUES (1, 16, 1);
INSERT INTO typerelations VALUES (1, 17, 1);
INSERT INTO typerelations VALUES (1, 9, .5);
INSERT INTO typerelations VALUES (1, 18, 1);
INSERT INTO typerelations VALUES (10, 1, 1);
INSERT INTO typerelations VALUES (10, 10, .5);
INSERT INTO typerelations VALUES (10, 11, .5);
INSERT INTO typerelations VALUES (10, 13, 1);
INSERT INTO typerelations VALUES (10, 12, 2);
INSERT INTO typerelations VALUES (10, 15, 2);
INSERT INTO typerelations VALUES (10, 2, 1);
INSERT INTO typerelations VALUES (10, 4, 1);
INSERT INTO typerelations VALUES (10, 5, 1);
INSERT INTO typerelations VALUES (10, 3, 1);
INSERT INTO typerelations VALUES (10, 14, 1);
INSERT INTO typerelations VALUES (10, 7, 2);
INSERT INTO typerelations VALUES (10, 6, .5);
INSERT INTO typerelations VALUES (10, 8, 1);
INSERT INTO typerelations VALUES (10, 16, .5);
INSERT INTO typerelations VALUES (10, 17, 1);
INSERT INTO typerelations VALUES (10, 9, 2);
INSERT INTO typerelations VALUES (10, 18, 1);
INSERT INTO typerelations VALUES (11, 1, 1);
INSERT INTO typerelations VALUES (11, 10, 2);
INSERT INTO typerelations VALUES (11, 11, .5);
INSERT INTO typerelations VALUES (11, 13, 1);
INSERT INTO typerelations VALUES (11, 12, .5);
INSERT INTO typerelations VALUES (11, 15, 1);
INSERT INTO typerelations VALUES (11, 2, 1);
INSERT INTO typerelations VALUES (11, 4, 1);
INSERT INTO typerelations VALUES (11, 5, 2);
INSERT INTO typerelations VALUES (11, 3, 1);
INSERT INTO typerelations VALUES (11, 14, 1);
INSERT INTO typerelations VALUES (11, 7, 1);
INSERT INTO typerelations VALUES (11, 6, 2);
INSERT INTO typerelations VALUES (11, 8, 1);
INSERT INTO typerelations VALUES (11, 16, .5);
INSERT INTO typerelations VALUES (11, 17, 1);
INSERT INTO typerelations VALUES (11, 9, 1);
INSERT INTO typerelations VALUES (11, 18, 1);
INSERT INTO typerelations VALUES (13, 1, 1);
INSERT INTO typerelations VALUES (13, 10, 1);
INSERT INTO typerelations VALUES (13, 11, 2);
INSERT INTO typerelations VALUES (13, 13, .5);
INSERT INTO typerelations VALUES (13, 12, .5);
INSERT INTO typerelations VALUES (13, 15, 1);
INSERT INTO typerelations VALUES (13, 2, 1);
INSERT INTO typerelations VALUES (13, 4, 1);
INSERT INTO typerelations VALUES (13, 5, 0);
INSERT INTO typerelations VALUES (13, 3, 2);
INSERT INTO typerelations VALUES (13, 14, 1);
INSERT INTO typerelations VALUES (13, 7, 1);
INSERT INTO typerelations VALUES (13, 6, 1);
INSERT INTO typerelations VALUES (13, 8, 1);
INSERT INTO typerelations VALUES (13, 16, .5);
INSERT INTO typerelations VALUES (13, 17, 1);
INSERT INTO typerelations VALUES (13, 9, 1);
INSERT INTO typerelations VALUES (13, 18, 1);
INSERT INTO typerelations VALUES (12, 1, 1);
INSERT INTO typerelations VALUES (12, 10, .5);
INSERT INTO typerelations VALUES (12, 11, 2);
INSERT INTO typerelations VALUES (12, 13, 1);
INSERT INTO typerelations VALUES (12, 12, .5);
INSERT INTO typerelations VALUES (12, 15, 1);
INSERT INTO typerelations VALUES (12, 2, 1);
INSERT INTO typerelations VALUES (12, 4, .5);
INSERT INTO typerelations VALUES (12, 5, 2);
INSERT INTO typerelations VALUES (12, 3, .5);
INSERT INTO typerelations VALUES (12, 14, 1);
INSERT INTO typerelations VALUES (12, 7, .5);
INSERT INTO typerelations VALUES (12, 6, 2);
INSERT INTO typerelations VALUES (12, 8, 1);
INSERT INTO typerelations VALUES (12, 16, .5);
INSERT INTO typerelations VALUES (12, 17, 1);
INSERT INTO typerelations VALUES (12, 9, .5);
INSERT INTO typerelations VALUES (12, 18, 1);
INSERT INTO typerelations VALUES (15, 1, 1);
INSERT INTO typerelations VALUES (15, 10, .5);
INSERT INTO typerelations VALUES (15, 11, .5);
INSERT INTO typerelations VALUES (15, 13, 1);
INSERT INTO typerelations VALUES (15, 12, 2);
INSERT INTO typerelations VALUES (15, 15, .5);
INSERT INTO typerelations VALUES (15, 2, 1);
INSERT INTO typerelations VALUES (15, 4, 1);
INSERT INTO typerelations VALUES (15, 5, 2);
INSERT INTO typerelations VALUES (15, 3, 2);
INSERT INTO typerelations VALUES (15, 14, 1);
INSERT INTO typerelations VALUES (15, 7, 1);
INSERT INTO typerelations VALUES (15, 6, 1);
INSERT INTO typerelations VALUES (15, 8, 1);
INSERT INTO typerelations VALUES (15, 16, 2);
INSERT INTO typerelations VALUES (15, 17, 1);
INSERT INTO typerelations VALUES (15, 9, .5);
INSERT INTO typerelations VALUES (15, 18, 1);
INSERT INTO typerelations VALUES (2, 1, 2);
INSERT INTO typerelations VALUES (2, 10, 1);
INSERT INTO typerelations VALUES (2, 11, 1);
INSERT INTO typerelations VALUES (2, 13, 1);
INSERT INTO typerelations VALUES (2, 12, 1);
INSERT INTO typerelations VALUES (2, 15, 2);
INSERT INTO typerelations VALUES (2, 2, 1);
INSERT INTO typerelations VALUES (2, 4, .5);
INSERT INTO typerelations VALUES (2, 5, 1);
INSERT INTO typerelations VALUES (2, 3, .5);
INSERT INTO typerelations VALUES (2, 14, .5);
INSERT INTO typerelations VALUES (2, 7, .5);
INSERT INTO typerelations VALUES (2, 6, 2);
INSERT INTO typerelations VALUES (2, 8, 0);
INSERT INTO typerelations VALUES (2, 16, 1);
INSERT INTO typerelations VALUES (2, 17, 2);
INSERT INTO typerelations VALUES (2, 9, 2);
INSERT INTO typerelations VALUES (2, 18, .5);
INSERT INTO typerelations VALUES (4, 1, 1);
INSERT INTO typerelations VALUES (4, 10, 1);
INSERT INTO typerelations VALUES (4, 11, 1);
INSERT INTO typerelations VALUES (4, 13, 1);
INSERT INTO typerelations VALUES (4, 12, 2);
INSERT INTO typerelations VALUES (4, 15, 1);
INSERT INTO typerelations VALUES (4, 2, 1);
INSERT INTO typerelations VALUES (4, 4, .5);
INSERT INTO typerelations VALUES (4, 5, .5);
INSERT INTO typerelations VALUES (4, 3, 1);
INSERT INTO typerelations VALUES (4, 14, 1);
INSERT INTO typerelations VALUES (4, 7, 1);
INSERT INTO typerelations VALUES (4, 6, .5);
INSERT INTO typerelations VALUES (4, 8, .5);
INSERT INTO typerelations VALUES (4, 16, 1);
INSERT INTO typerelations VALUES (4, 17, 1);
INSERT INTO typerelations VALUES (4, 9, 0);
INSERT INTO typerelations VALUES (4, 18, 2);
INSERT INTO typerelations VALUES (5, 1, 1);
INSERT INTO typerelations VALUES (5, 10, 2);
INSERT INTO typerelations VALUES (5, 11, 1);
INSERT INTO typerelations VALUES (5, 13, 2);
INSERT INTO typerelations VALUES (5, 12, .5);
INSERT INTO typerelations VALUES (5, 15, 1);
INSERT INTO typerelations VALUES (5, 2, 1);
INSERT INTO typerelations VALUES (5, 4, 2);
INSERT INTO typerelations VALUES (5, 5, 1);
INSERT INTO typerelations VALUES (5, 3, 0);
INSERT INTO typerelations VALUES (5, 14, 1);
INSERT INTO typerelations VALUES (5, 7, .5);
INSERT INTO typerelations VALUES (5, 6, 2);
INSERT INTO typerelations VALUES (5, 8, 1);
INSERT INTO typerelations VALUES (5, 16, 1);
INSERT INTO typerelations VALUES (5, 17, 1);
INSERT INTO typerelations VALUES (5, 9, 2);
INSERT INTO typerelations VALUES (5, 18, 1);
INSERT INTO typerelations VALUES (3, 1, 1);
INSERT INTO typerelations VALUES (3, 10, 1);
INSERT INTO typerelations VALUES (3, 11, 1);
INSERT INTO typerelations VALUES (3, 13, .5);
INSERT INTO typerelations VALUES (3, 12, 2);
INSERT INTO typerelations VALUES (3, 15, 1);
INSERT INTO typerelations VALUES (3, 2, 2);
INSERT INTO typerelations VALUES (3, 4, 1);
INSERT INTO typerelations VALUES (3, 5, 1);
INSERT INTO typerelations VALUES (3, 3, 1);
INSERT INTO typerelations VALUES (3, 14, 1);
INSERT INTO typerelations VALUES (3, 7, 2);
INSERT INTO typerelations VALUES (3, 6, .5);
INSERT INTO typerelations VALUES (3, 8, 1);
INSERT INTO typerelations VALUES (3, 16, 1);
INSERT INTO typerelations VALUES (3, 17, 1);
INSERT INTO typerelations VALUES (3, 9, .5);
INSERT INTO typerelations VALUES (3, 18, 1);
INSERT INTO typerelations VALUES (14, 1, 1);
INSERT INTO typerelations VALUES (14, 10, 1);
